10000 1000 10000
0 750628.21 860679.28
1 111809.46 588104.27
2 100522.22 593375.74
3 201574.76 446068.92
4 57353.48 536373.58
5 778260.02 399167.97
6 668972.44 318748.69
7 807172.35 284489.11
8 447086.08 568659.37
9 164335.82 58494.5
10 749955.63 568652.64
11 409980.31 166934.59
12 931788.63 318947.63
13 513087.46 600443.59
14 821898.06 91407.72
15 475084.82 661442.41
16 562194.51 28767.38
17 741745.0 829809.85
18 163950.89 466581.34
19 911510.87 936059.0
20 95226.57 803307.29
21 798028.16 495830.77
22 464949.72 213945.09
23 911211.09 988701.16
24 850826.88 939514.23
25 128305.55 971712.91
26 331374.62 289578.36
27 337086.2 424069.16
28 958637.34 122606.9
29 394438.83 892049.36
30 971796.34 750168.79
31 33512.16 209781.06
32 741560.42 700860.69
33 422276.37 32672.28
34 728557.85 559207.1
35 50576.91 987424.52
36 271709.99 766840.66
37 891698.71 226014.64
38 334086.21 921066.95
39 709945.53 641747.87
40 847919.06 906836.11
41 764579.64 223935.83
42 761031.78 659490.78
43 586764.61 92373.46
44 800256.43 167423.22
45 126785.31 294113.54
46 452757.29 676070.21
47 898162.7 152888.67
48 647486.18 403207.53
49 985402.27 934747.14
50 583751.77 102179.41
51 888354.16 611314.26
52 875126.73 516697.69
53 289957.42 901915.0
54 900356.5 794259.6
55 960977.33 446142.67
56 823881.23 27436.52
57 681511.51 958261.18
58 446896.0 641705.64
59 686523.73 328669.02
60 577403.49 698126.46
61 125045.14 562888.82
62 192526.51 279891.77
63 977334.81 826770.66
64 451266.95 592862.61
65 117733.11 121468.2
66 498075.35 545840.31
67 529385.25 508102.22
68 964992.68 813865.0
69 725742.89 808073.37
70 680756.67 314426.51
71 979702.9 376839.37
72 509326.53 342270.56
73 76806.72 930313.45
74 274097.03 520442.22
75 493796.0 70338.29
76 168855.09 922183.9
77 185413.6 473371.29
78 389426.21 607581.19
79 724749.51 47574.96
80 669113.58 885251.58
81 154718.83 89016.77
82 763060.91 148610.63
83 367601.49 886671.55
84 880596.27 35238.14
85 330039.18 684169.97
86 240282.73 786988.44
87 193786.44 252473.66
88 58586.93 244239.91
89 4347.22 480020.88
90 607589.43 163335.83
91 355641.9 944928.94
92 144275.24 310504.89
93 734936.88 796350.28
94 515697.47 286702.98
95 478918.74 268361.13
96 913891.5 853778.71
97 160125.04 91630.64
98 612580.33 546903.89
99 557459.11 701456.03
100 186963.42 961659.58
101 38000.15 635331.51
102 758256.08 965009.84
103 609997.66 312464.63
104 558139.49 888662.96
105 301645.54 887832.41
106 243271.92 693350.62
107 873190.07 497774.12
108 816779.51 809178.1
109 206147.71 555770.28
110 80085.84 302452.76
111 9953.19 185230.91
112 127303.83 528810.24
113 995804.12 84566.92
114 160298.51 811023.93
115 526761.41 414791.7
116 160422.34 726812.7
117 255805.9 776963.55
118 201772.33 212253.83
119 569581.29 782801.35
120 591657.29 858830.49
121 455342.09 766648.57
122 361248.94 8324.68
123 770284.26 695509.36
124 661054.64 315737.16
125 851801.56 718325.29
126 388325.24 651025.47
127 636212.73 138665.78
128 273777.37 575006.94
129 595377.52 624503.34
130 121529.88 618898.86
131 895727.82 252241.18
132 837427.13 812433.99
133 430974.69 683586.93
134 770080.39 626477.89
135 429293.49 769939.51
136 999449.34 764317.5
137 671958.91 74396.88
138 937458.67 637324.59
139 903155.97 277028.75
140 514408.04 705659.88
141 588501.43 674881.31
142 918355.61 689357.12
143 552995.48 700253.95
144 438375.27 911.69
145 705948.04 237309.6
146 707274.3 987408.25
147 600466.16 932530.62
148 714124.37 395060.86
149 646403.56 386149.79
150 711509.8 245350.58
151 820856.75 837318.92
152 894068.15 193877.07
153 537248.51 566014.41
154 906049.76 748102.22
155 773895.95 445308.38
156 583293.21 963988.11
157 330918.79 489196.04
158 590681.27 345725.27
159 221217.98 496204.02
160 809834.69 68742.42
161 494388.38 450339.71
162 717485.39 7560.11
163 549315.63 586662.09
164 707190.98 289042.17
165 382213.29 972233.71
166 327108.39 763679.05
167 641661.94 896353.94
168 586240.91 697875.78
169 401849.56 54686.86
170 846470.04 7824.65
171 896189.84 737597.34
172 701856.44 375229.79
173 797244.56 848778.2
174 841831.28 487831.25
175 957536.18 498442.36
176 394507.55 297393.82
177 308001.75 1162.18
178 666051.63 330435.77
179 790610.81 882807.28
180 26898.21 817945.39
181 594710.98 891039.36
182 469994.34 222249.0
183 483250.0 642519.72
184 344208.91 609990.07
185 665751.08 498564.59
186 111270.93 566482.04
187 902501.76 375495.2
188 786839.11 491971.27
189 602765.36 738148.51
190 390526.35 181181.43
191 107093.15 580771.94
192 712659.63 97238.75
193 856101.51 274278.4
194 658096.15 820471.64
195 822413.48 711635.21
196 742453.96 720847.03
197 144666.0 513815.04
198 917816.98 487973.58
199 204045.02 440690.61
200 334365.75 351271.46
201 902715.15 640791.21
202 134489.57 514626.63
203 599582.82 286896.6
204 620069.75 479729.64
205 880926.77 129599.45
206 838085.87 404647.36
207 40399.16 212111.25
208 360570.31 368742.28
209 227525.91 388803.51
210 874780.95 278041.68
211 804944.99 626029.82
212 686541.5 926951.13
213 688981.07 123725.49
214 372420.42 707911.07
215 985909.79 424615.37
216 120048.54 617394.33
217 576542.95 799736.36
218 377531.77 643814.49
219 816790.3 492136.9
220 815772.63 557722.74
221 412678.76 638717.16
222 947174.49 778443.36
223 489596.84 989440.3
224 164038.29 764486.31
225 730079.15 126799.97
226 945726.44 101568.2
227 532612.18 341734.68
228 511209.86 138049.58
229 760444.59 854156.31
230 265210.9 464533.35
231 308607.79 16268.7
232 202352.22 116211.8
233 247831.82 618127.42
234 502094.29 40296.79
235 461003.47 12667.78
236 811904.62 305358.06
237 866887.16 281107.59
238 67575.76 429534.27
239 447809.48 915362.85
240 194748.13 657061.04
241 998536.56 413482.04
242 600791.78 422740.43
243 522445.61 41902.52
244 703368.4 282377.66
245 68824.4 621763.23
246 73035.32 21776.65
247 939612.34 183764.96
248 125115.4 38233.16
249 957171.31 653081.04
250 336784.94 316437.38
251 852850.24 577358.89
252 447518.48 721394.18
253 886739.12 519023.93
254 979345.06 405566.28
255 193996.45 127820.43
256 77498.87 362690.81
257 990623.14 655493.22
258 482390.54 982168.4
259 531695.68 786816.61
260 440881.44 502420.2
261 197336.73 426013.58
262 190142.67 65475.47
263 110765.93 27313.81
264 408662.13 147688.35
265 26219.23 663185.38
266 192962.9 955461.11
267 188847.68 821786.78
268 238756.65 901126.17
269 864797.56 530146.2
270 234620.2 117069.46
271 172976.01 391866.27
272 602006.66 200786.16
273 188897.61 782398.49
274 732164.68 504830.1
275 647193.46 249555.48
276 718804.32 799564.67
277 661378.31 168226.34
278 545083.97 411759.3
279 586159.87 328639.69
280 829943.71 686355.49
281 336944.21 966582.49
282 232589.02 966633.21
283 586142.73 627660.03
284 639224.64 827855.62
285 562947.27 939712.79
286 718993.35 419619.9
287 197043.16 593805.1
288 916185.96 814959.35
289 520620.91 14239.69
290 832368.67 891598.49
291 915891.26 873293.69
292 324604.18 860135.62
293 56954.66 670693.19
294 155908.55 913214.57
295 697893.08 423219.4
296 692062.93 55883.55
297 262590.68 982629.46
298 578060.56 698958.13
299 868187.79 795534.97
300 450063.54 613899.55
301 431751.27 339385.49
302 417199.84 433444.33
303 234577.95 608486.2
304 324684.3 645664.12
305 613457.67 838062.16
306 737930.62 487645.78
307 319453.35 638163.86
308 110747.3 989742.69
309 781408.14 362732.43
310 168031.49 471007.27
311 601326.07 530354.25
312 693804.73 953430.4
313 846793.76 512205.81
314 193815.43 248797.79
315 311279.25 727385.36
316 297088.76 92318.87
317 553822.34 568292.53
318 81961.75 114585.47
319 223548.8 444766.12
320 329072.27 849214.3
321 872540.59 784591.49
322 590668.2 270941.88
323 794144.07 406439.96
324 155956.4 698766.13
325 474947.67 370674.06
326 587858.65 315734.7
327 895703.51 752982.71
328 976276.34 357199.59
329 914339.98 312972.43
330 636465.32 354818.28
331 808722.48 592975.3
332 880194.47 531166.81
333 706839.01 365184.32
334 837066.37 828158.83
335 406904.66 163323.65
336 398280.81 637053.14
337 291008.43 993995.45
338 105000.5 226712.9
339 77694.86 41862.66
340 578002.64 745165.89
341 347621.38 982407.2
342 184608.18 499871.92
343 457707.94 114928.7
344 479680.92 996925.94
345 441146.75 831899.32
346 775283.62 16668.04
347 346249.3 180119.72
348 986121.1 960239.31
349 76274.07 790395.09
350 664380.2 879617.97
351 210038.55 42952.46
352 734493.42 142196.37
353 655530.76 578557.44
354 409710.2 927304.07
355 660548.48 648365.24
356 752892.56 763865.31
357 151052.3 894841.81
358 361160.82 590368.73
359 481251.37 108719.43
360 814178.46 394031.96
361 900080.56 202372.36
362 101275.88 958777.45
363 956365.36 184475.45
364 373441.47 660134.85
365 577452.17 168921.39
366 187829.53 49374.72
367 81229.62 980311.76
368 518936.16 979051.03
369 750054.38 284654.23
370 237414.42 751295.72
371 863759.75 908057.3
372 73270.73 227663.71
373 644829.82 738569.92
374 992900.34 529120.41
375 150192.15 481052.27
376 998363.97 566156.57
377 545598.11 702470.04
378 834961.36 573990.38
379 727630.0 93523.28
380 654648.21 34023.85
381 363567.63 6163.6
382 891855.28 71519.13
383 975456.93 927228.98
384 286443.63 288627.8
385 622363.13 863252.05
386 574251.32 252648.76
387 133606.33 243558.42
388 157226.17 524851.73
389 330687.88 347094.01
390 516702.11 989964.95
391 611121.85 690032.97
392 463995.61 670946.26
393 226411.01 834359.07
394 408284.62 761871.92
395 800667.9 402389.85
396 427767.72 931583.12
397 75082.59 226105.95
398 622892.09 910905.97
399 246795.32 208895.37
400 145227.39 517874.2
401 625113.12 169078.38
402 608470.14 161098.76
403 732165.86 101024.23
404 398783.73 923921.86
405 763219.45 914723.53
406 897950.4 379705.29
407 186930.39 12476.63
408 774748.36 912717.93
409 580180.02 614617.59
410 772430.04 14935.46
411 924563.02 409494.1
412 231457.42 360986.85
413 400471.28 552336.86
414 256578.34 996697.13
415 631876.97 876266.31
416 445144.46 424963.94
417 448826.9 139313.66
418 675390.41 596791.65
419 867285.35 81439.16
420 835162.86 726296.75
421 370775.86 431081.62
422 76852.35 860467.1
423 533319.7 400077.63
424 943925.54 454959.47
425 248919.36 925670.2
426 820149.37 663159.24
427 98478.38 985337.12
428 902806.43 263125.13
429 353767.87 94032.51
430 926422.28 962200.46
431 563926.17 423084.64
432 791269.0 555395.06
433 582424.29 46084.99
434 340714.5 549297.8
435 690789.31 310952.88
436 349768.97 964227.75
437 47194.07 250793.48
438 294040.98 699684.11
439 471997.02 502230.46
440 214723.4 564615.43
441 484653.58 111068.4
442 86559.11 251430.94
443 814372.91 319080.29
444 234281.57 787020.71
445 647263.59 904282.68
446 855735.72 371933.54
447 163415.4 793591.59
448 103867.5 943363.27
449 859479.46 436949.88
450 282087.36 17956.73
451 628569.56 51800.75
452 34462.2 903346.55
453 207832.79 401916.78
454 778467.07 794888.58
455 121201.91 154531.83
456 206066.0 537702.72
457 642814.76 792808.56
458 784853.06 247949.79
459 470648.79 544849.83
460 37726.16 881902.1
461 290102.81 647377.62
462 864126.85 680114.27
463 241613.28 761629.88
464 941215.65 861613.58
465 324775.68 257507.71
466 257748.39 777119.12
467 45362.14 361518.58
468 452763.62 623304.4
469 6966.81 16034.96
470 180133.94 582825.18
471 113715.79 227910.99
472 244476.59 864749.67
473 316392.32 980613.06
474 392025.16 485598.62
475 487242.1 650490.02
476 995778.21 420170.34
477 772814.74 57090.89
478 19076.88 510750.61
479 436553.62 896431.96
480 19152.0 286328.16
481 827636.83 782872.15
482 999262.22 57835.55
483 458954.73 702840.92
484 788370.98 110758.81
485 406718.29 146081.59
486 886336.61 509916.24
487 531423.24 678129.29
488 893461.93 165614.49
489 913624.2 177943.82
490 509519.83 976162.41
491 249481.25 555442.25
492 749599.18 241793.51
493 506080.89 319569.76
494 705358.64 144326.68
495 199951.1 605708.22
496 692476.35 246133.49
497 926442.31 761892.46
498 701417.74 940905.07
499 127715.24 444356.73
500 855493.05 137095.7
501 160683.7 503406.21
502 425272.85 997982.16
503 850002.87 474353.83
504 650649.23 893201.91
505 616689.48 34279.67
506 188297.54 712049.43
507 824423.15 762790.65
508 905088.21 297498.69
509 848395.29 258386.97
510 788086.06 595690.71
511 530341.78 523562.08
512 721441.26 547657.73
513 610770.44 164263.96
514 938327.95 976840.14
515 342207.05 890388.91
516 565869.85 249352.22
517 422946.83 467141.31
518 204128.06 904982.95
519 616164.82 697781.96
520 145426.22 771904.9
521 677238.22 808121.46
522 875779.24 49682.42
523 352621.49 771048.48
524 18725.07 537645.63
525 702353.2 547955.16
526 897964.01 983536.76
527 242156.92 30433.26
528 336853.47 902998.29
529 134192.85 71904.07
